Date,Revenue,COGS
2012-07-04,15.449357909240307,15.197543901328316
2012-07-05,14.827756516101003,14.581248703103581
2012-07-06,14.931972725418376,14.738830066014735
2012-07-07,14.796814175947144,14.561367648537875
2012-07-08,14.67453351001824,14.408076777022641
2012-07-09,15.082003821635174,14.84077862172383
2012-07-10,15.47086586831386,15.212853616808562
2012-07-11,15.535216365548381,15.282996367471599
2012-07-12,15.562034316960265,15.310392981355307
2012-07-13,15.485010620645566,15.23702817708776
2012-07-14,15.15597886522114,14.938966950186444
2012-07-15,15.188933000246074,14.964335189502293
2012-07-16,15.069359362440608,14.81180236833779
2012-07-17,15.314403536617247,15.057663914471275
2012-07-18,15.461114997346536,15.219648069034385
2012-07-19,15.675160441641227,15.426401795809205
2012-07-20,15.458667821076462,15.253920652176268
2012-07-21,15.051609164054845,14.82568370541778
2012-07-22,14.952558498500553,14.744384737134407
2012-07-23,15.36954541407539,15.119783162300836
2012-07-24,15.22564280552458,14.993689025399439
2012-07-25,15.473107784194976,15.236211266079248
2012-07-26,15.582288241378745,15.337028915321659
2012-07-27,15.455807485249466,15.199152203743912
2012-07-28,15.280375275688327,15.040362935942019
2012-07-29,15.385001228587052,15.15566854437349
2012-07-30,15.700476776640313,15.463228464290932
2012-07-31,16.02944181386927,15.781628319525076
2012-08-01,16.029085000388847,15.804550709866923
2012-08-02,16.084596856440946,15.835401405258002
2012-08-03,16.045231468823154,15.778251058732739
2012-08-04,15.669336124093983,15.44230283058394
2012-08-05,14.673843813774456,14.43792090614968
2012-08-06,15.104744501006035,14.888025148287864
2012-08-07,14.622100006666162,14.392835376989497
2012-08-08,14.777750989419488,14.50716032796441
2012-08-09,15.314841713580904,15.102446827779472
2012-08-10,15.042955029830427,14.808495836208722
2012-08-11,14.820766052726956,14.589624196332272
2012-08-12,15.035804297288633,14.791682576626295
2012-08-13,15.183684483659535,14.975395402807735
2012-08-14,15.210247470244257,14.996685324708666
2012-08-15,15.145312411126731,14.875702337763572
2012-08-16,15.473734668845657,15.255927736966814
2012-08-17,15.223880708337937,14.990747386713938
2012-08-18,15.053889632474073,14.848309892416518
2012-08-19,15.177589562151692,14.9163877464759
2012-08-20,15.07992772880281,14.85474071864237
2012-08-21,15.238012498748972,15.028749986201719
2012-08-22,15.34106321508556,15.085964494399178
2012-08-23,15.516409533667249,15.24958005399994
2012-08-24,15.349761793266964,15.105352296190178
2012-08-25,15.093542218380614,14.839522766233772
2012-08-26,15.269511587433044,15.061664155465298
2012-08-27,14.927005125946003,14.676399220721711
2012-08-28,16.0677153733283,15.822361593440949
2012-08-29,16.041275006526114,15.80834457836651
2012-08-30,16.084596856440946,15.888797287587803
2012-08-31,16.02429907228165,15.800292612093656
2012-09-01,15.962635271181718,15.723323593363334
2012-09-02,14.766048285308198,14.481337044049946
2012-09-03,15.167603152520917,14.935046440182308
2012-09-04,15.109072784264278,14.872248141957177
2012-09-05,14.690223388859527,14.491703565328002
2012-09-06,14.865712539808015,14.580006281237747
2012-09-07,15.004193505908896,14.763313933544312
2012-09-08,15.11466786783422,14.846558354525719
2012-09-09,15.310323487340371,15.093517011682064
2012-09-10,15.330410026529254,15.073204742290603
2012-09-11,15.20718207374087,14.99857594039316
2012-09-12,15.020276834407932,14.798970715858713
2012-09-13,14.77471145397416,14.559259579663062
2012-09-14,15.13171218314657,14.857698258770396
2012-09-15,15.097867457071695,14.862668451549515
2012-09-16,15.30886701024094,15.085690663676655
2012-09-17,15.38657964564511,15.184676621229055
2012-09-18,15.440601139694845,15.232140577261973
2012-09-19,15.118489237319697,14.918886402861588
2012-09-20,15.140765535484702,14.940529313312695
2012-09-21,15.187647458508694,14.906997162472623
2012-09-22,15.169378579609763,14.917871724135043
2012-09-23,15.230951145936924,15.007902218984992
2012-09-24,15.56179565246217,15.338467197242514
2012-09-25,15.545376632177648,15.320120395191193
2012-09-26,15.339887972478811,15.115816120900751
2012-09-27,15.837970772182267,15.610117490983338
2012-09-28,15.403240986574406,15.172528496369768
2012-09-29,15.484042596426942,15.243455761215317
2012-09-30,15.361876789724123,15.153858260563796
2012-10-01,15.37418831807586,15.141111805547226
2012-10-02,14.988963363267011,14.758058188538971
2012-10-03,15.072587928883435,14.83176413102619
2012-10-04,14.690203469443095,14.458640860749224
2012-10-05,14.79607254776437,14.540592449068702
2012-10-06,14.606359574219994,14.377982491800447
2012-10-07,15.036222203925792,14.8181517234531
2012-10-08,15.211022419601575,15.005027591287064
2012-10-09,15.273817803072568,15.060443416719757
2012-10-10,15.082096876477731,14.859034144754311
2012-10-11,15.045587092931365,14.832686865470624
2012-10-12,14.682661830072393,14.420317742948034
2012-10-13,14.84441988023056,14.629361017228401
2012-10-14,14.93249660390663,14.738573633661712
2012-10-15,14.98939057220253,14.7835633383436
2012-10-16,15.082260736330738,14.83194567511077
2012-10-17,15.155250117129949,14.949709963056428
2012-10-18,14.88357081353367,14.648975239591543
2012-10-19,14.872390997347567,14.670806226166881
2012-10-20,14.991873174964837,14.789063166548132
2012-10-21,14.689148833544742,14.467964626323282
2012-10-22,15.0953769839368,14.870977732146219
2012-10-23,15.201590616122925,14.963503081120523
2012-10-24,15.158161497558568,14.926661346736264
2012-10-25,14.948350834799653,14.743147754553894
2012-10-26,14.575815406388015,14.329398360471632
2012-10-27,14.851138083121352,14.647057910632727
2012-10-28,15.649672345143463,15.433739287691283
2012-10-29,15.506443679603715,15.27283211892131
2012-10-30,15.663536285123964,15.434876763384947
2012-10-31,15.413418027605601,15.169171411376663
2012-11-01,15.526918126584695,15.306380303106796
2012-11-02,14.476564247872366,14.252336817216982
2012-11-03,14.884299042047486,14.58182314553152
2012-11-04,14.793398144765405,14.572290865541204
2012-11-05,15.019218165128551,14.820835083364369
2012-11-06,15.0508355098952,14.84847301666428
2012-11-07,14.493451157308773,14.246094919346046
2012-11-08,14.602929729597074,14.359817631775613
2012-11-09,14.887200695968085,14.65229026746188
2012-11-10,14.954943007550957,14.72190861832293
2012-11-11,15.063942819614049,14.813833959607997
2012-11-12,15.152346534955496,14.939575329797565
2012-11-13,15.163193775705473,14.930244498292389
2012-11-14,14.982877355490999,14.751674079379063
2012-11-15,14.912908566359073,14.64064136021905
2012-11-16,14.863357476026442,14.629072490397855
2012-11-17,14.996771509698888,14.731737515804909
2012-11-18,15.007218142056896,14.783633568747723
2012-11-19,15.35339079761875,15.127815351843381
2012-11-20,15.077414480350678,14.859732026528171
2012-11-21,14.961187265416623,14.717712028698243
2012-11-22,14.794361291246034,14.549092978264486
2012-11-23,15.103533320354218,14.873187699877322
2012-11-24,14.641380840194605,14.380505782180666
2012-11-25,14.877171971180639,14.643209037742148
2012-11-26,15.10383377079138,14.894886566731238
2012-11-27,15.363751606632743,15.137548560801578
2012-11-28,15.196860631212674,14.960700565147889
2012-11-29,14.952072755861424,14.757446139638715
2012-11-30,14.97386644673765,14.718368447836434
2012-12-01,14.935500624883552,14.705864763307801
2012-12-02,14.383950351031247,14.197238304251405
2012-12-03,14.655088719430893,14.407250869118965
2012-12-04,14.683852048394352,14.438604851848197
2012-12-05,14.642435922568234,14.43069278623788
2012-12-06,14.821159061888864,14.596952046372676
2012-12-07,14.540737167141502,14.306130037672146
2012-12-08,14.5514228072525,14.35746903188679
2012-12-09,14.703452752291026,14.448763360639772
2012-12-10,14.74861541286361,14.516364753043618
2012-12-11,15.123689627957742,14.914484168014617
2012-12-12,15.29402440032376,15.081111590442934
2012-12-13,14.660015583444759,14.424811804411613
2012-12-14,14.7935804712473,14.55818896137516
2012-12-15,15.035025086583163,14.806188012851806
2012-12-16,15.06393683085959,14.811208477458022
2012-12-17,15.269859015059243,15.049162529132305
2012-12-18,15.295873116584028,15.060734102006107
2012-12-19,15.146681596863326,14.915583289666104
2012-12-20,15.178021049399355,14.957338029591382
2012-12-21,15.193320046647091,14.970643488435272
2012-12-22,14.986482226842279,14.755329337757251
2012-12-23,14.581713548420742,14.386931572060641
2012-12-24,15.008638043855111,14.770691113638481
2012-12-25,15.408214430089696,15.165257082012857
2012-12-26,15.00494486362446,14.793323184279474
2012-12-27,15.423756302048,15.182717846867375
2012-12-28,15.96420577328589,15.714978406460038
2012-12-29,15.875121054119136,15.649844224907566
2012-12-30,15.689143353645004,15.460339189247348
2012-12-31,15.533578674394557,15.304412372541597
2013-01-01,15.484075121876074,15.240080762912061
2013-01-02,14.28984320348318,14.028602836050807
2013-01-03,14.640423014357212,14.420991976562348
2013-01-04,14.681306186285486,14.478584059806527
2013-01-05,14.735579650834037,14.497105624050345
2013-01-06,14.772312523757611,14.538450862824769
2013-01-07,14.93002945967112,14.71262596886449
2013-01-08,14.711476705706477,14.495158603808965
2013-01-09,14.533212146442814,14.319195245828883
2013-01-10,14.843103802414557,14.56794220155242
2013-01-11,14.666976114286074,14.406455081578027
2013-01-12,14.850329835977247,14.622825388765987
2013-01-13,14.886998491584833,14.639572801541359
2013-01-14,14.93968606550096,14.722757304010493
2013-01-15,14.746259043023175,14.554726269073239
2013-01-16,14.430582909556641,14.184051952261767
2013-01-17,14.591718633039898,14.382534835147489
2013-01-18,14.557090962807713,14.295177700944981
2013-01-19,14.722612719931705,14.525336939076139
2013-01-20,14.740871066781137,14.517950447250755
2013-01-21,15.226590312736095,14.994433084670327
2013-01-22,15.079279910524804,14.84571945137018
2013-01-23,14.858066253799965,14.657978191565828
2013-01-24,14.740929782084645,14.558618507744322
2013-01-25,14.853340359647566,14.636721703845307
2013-01-26,14.653749707558408,14.441394832284116
2013-01-27,15.155468343527874,14.922039176313554
2013-01-28,15.426689707564678,15.21056441989347
2013-01-29,15.391158242870757,15.205761008433258
2013-01-30,15.273263900221481,15.043597060024634
2013-01-31,15.032995794784965,14.820480127176356
2013-02-01,15.220081608218866,15.00617547789724
2013-02-02,14.670764151698835,14.465352016270966
2013-02-03,14.824645066934268,14.645790597451457
2013-02-04,15.096190265580496,14.909630745570455
2013-02-05,15.158163103644851,14.972731473774878
2013-02-06,14.654087103719807,14.467355441177027
2013-02-07,14.859067090070205,14.665089332231375
2013-02-08,14.789376523463607,14.574487332118956
2013-02-09,14.899884750973335,14.671734487911547
2013-02-10,15.033678156808023,14.856494503569463
2013-02-11,15.248048137777955,15.046930408187727
2013-02-12,15.193595450924844,15.002322121957995
2013-02-13,14.965073643207587,14.781827459362246
2013-02-14,15.005371191372669,14.818271027834806
2013-02-15,14.866556412899342,14.645433962858604
2013-02-16,15.02145464303897,14.829282366086435
2013-02-17,15.04911068936834,14.882859343279861
2013-02-18,15.31361728571799,15.156576046232246
2013-02-19,15.278372880659829,15.045489075313565
2013-02-20,15.037069428947545,14.840508770953255
2013-02-21,15.043044851499223,14.800039938304025
2013-02-22,15.078330889774165,14.8832139126063
2013-02-23,15.270897457270893,15.050940705821358
2013-02-24,15.505465014716671,15.304334228156314
2013-02-25,16.026881956588475,15.821130347679327
2013-02-26,15.726908630587944,15.547754402606914
2013-02-27,15.558913937798808,15.40085585617298
2013-02-28,15.28971675533031,15.08915337446565
2013-03-01,14.806501336110244,14.62950573017839
2013-03-02,12.541883735070385,12.374030325674108
2013-03-03,14.488192282405542,14.224831423078344
2013-03-04,14.161133958948298,13.938162167303508
2013-03-05,14.707701906452813,14.485418563556474
2013-03-06,14.993476757139609,14.779620354071483
2013-03-07,15.206216839733418,14.975978108547627
2013-03-08,15.102607745949674,14.858630302108386
2013-03-09,14.998271602172554,14.75587506122998
2013-03-10,15.071407806610733,14.872511676211394
2013-03-11,14.99189841089274,14.758801470140453
2013-03-12,15.11302616028592,14.864094621882135
2013-03-13,15.282318524329574,15.05765233217077
2013-03-14,15.716542625665735,15.494354040713448
2013-03-15,15.48887280733844,15.252207254435563
2013-03-16,15.094145989094597,14.831672644379136
